Row Labels, amount_spent,frequency ,max_date,Current_date,recency,frequency_score,monetary_score2
15904,164.68,30,1/12/2011,2/26/2019,2967,4,1
15906,1521.79,151,11/20/2011,2/27/2019,2656,8,7
15907,967.45,249,6/16/2011,2/28/2019,2814,9,6
15909,191.94,7,6/19/2011,3/1/2019,2812,0,1
15910,1232.18,267,11/24/2011,3/2/2019,2655,9,6
15912,264.62,19,6/14/2011,3/3/2019,2819,2,2
15916,1491.24,160,11/23/2011,3/4/2019,2658,8,7
15917,123.1,12,6/4/2011,3/5/2019,2831,1,0
15918,334.23,40,3/13/2011,3/6/2019,2915,4,2
15919,639.89,143,11/20/2011,3/7/2019,2664,8,4
15920,167.5,60,8/7/2011,3/8/2019,2770,6,1
15921,336.03,25,6/20/2011,3/9/2019,2819,3,2
15922,363.6,12,2/12/2010,3/10/2019,3313,1,3
15923,127.08,21,2/12/2010,3/11/2019,3314,2,0
15925,207.15,12,5/29/2011,3/12/2019,2844,1,1
15930,426.63,21,3/10/2011,3/13/2019,2925,2,3
15932,2461.85,119,12/9/2011,3/14/2019,2652,7,8
15933,1107.46,74,11/18/2011,3/15/2019,2674,6,6
15935,416.86,12,12/4/2011,3/16/2019,2659,1,3
15937,145.35,7,6/10/2011,3/17/2019,2837,0,0
15938,404.58,18,8/19/2011,3/18/2019,2768,2,3
15939,6102.26,77,12/6/2011,3/19/2019,2660,6,9
15940,31.8,2,1/2/2011,3/20/2019,2999,0,0
15942,337.44,14,7/29/2011,3/21/2019,2792,1,2
15944,325.1,6,8/3/2011,3/22/2019,2788,0,2
15945,181,2,9/12/2010,3/23/2019,3114,0,1
15947,1708.24,29,9/18/2011,3/24/2019,2744,3,7
15948,955.24,60,10/27/2011,3/25/2019,2706,6,6
15949,364.72,19,11/23/2011,3/26/2019,2680,2,3
15950,1705.26,103,9/22/2011,3/27/2019,2743,7,7
15951,669.57,43,8/12/2011,3/28/2019,2785,5,5
15952,806.57,91,6/11/2011,3/29/2019,2848,7,5
15953,1634.53,103,12/5/2011,3/30/2019,2672,7,7
15955,4389.81,185,11/15/2011,3/31/2019,2693,8,9
15957,428.89,42,8/11/2011,4/1/2019,2790,4,3
15958,104.35,7,9/26/2011,4/2/2019,2745,0,0
15963,470.76,28,11/20/2011,4/3/2019,2691,3,4
15965,845.64,122,11/22/2011,4/4/2019,2690,7,5
15967,418.83,84,11/16/2011,4/5/2019,2697,6,3
15969,582.9,21,11/30/2011,4/6/2019,2684,2,4
15970,314.1,11,9/2/2011,4/7/2019,2774,1,2
15971,4199.85,35,12/9/2011,4/8/2019,2677,4,9
15973,99.77,6,4/18/2011,4/9/2019,2913,0,0
15974,3429.55,177,12/5/2011,4/10/2019,2683,8,8
15975,371.01,24,9/16/2011,4/11/2019,2764,3,3
15976,430.94,98,6/27/2011,4/12/2019,2846,7,3
15977,1054.73,65,11/22/2011,4/13/2019,2699,6,6
15978,1098.78,49,9/23/2011,4/14/2019,2760,5,6
15980,2398.86,43,12/9/2011,4/15/2019,2684,5,8
15981,3408.48,97,12/4/2011,4/16/2019,2690,7,8
15983,1475.02,113,11/17/2011,4/17/2019,2708,7,7
15984,2816.97,275,9/29/2011,4/18/2019,2758,9,8
15985,1037.42,38,8/8/2011,4/19/2019,2811,4,6
15986,168.12,14,9/11/2011,4/20/2019,2778,1,1
15987,1451.28,140,11/27/2011,4/21/2019,2702,8,7
15988,158.03,27,11/20/2011,4/22/2019,2710,3,1
15990,792.11,52,10/26/2011,4/23/2019,2736,5,5
15992,41.99,3,6/12/2011,4/24/2019,2873,0,0
15993,2756.82,560,11/24/2011,4/25/2019,2709,9,8
15994,427.07,35,10/16/2011,4/26/2019,2749,4,3
15996,1044.78,131,12/9/2011,4/27/2019,2696,8,6
15998,3084.17,509,9/13/2011,4/28/2019,2784,9,8
16000,12393.7,9,7/12/2011,4/29/2019,2848,1,9
16003,2735.37,103,10/11/2011,4/30/2019,2758,7,8
16005,615.39,218,11/27/2011,5/1/2019,2712,9,4
16006,101.4,8,12/5/2011,5/2/2019,2705,1,0
16007,1701.94,385,12/6/2011,5/3/2019,2705,9,7
16008,478.78,33,11/16/2011,5/4/2019,2726,4,4
16009,992.71,90,11/17/2011,5/5/2019,2726,7,6
16010,407.5,86,8/4/2011,5/6/2019,2832,7,3
16011,3362.71,212,12/8/2011,5/7/2019,2707,8,8
16012,1415.29,94,7/7/2011,5/8/2019,2862,7,7
16013,33366.25,151,12/8/2011,5/9/2019,2709,8,9
16014,653.13,148,10/7/2011,5/10/2019,2772,8,5
16015,690.54,184,11/13/2011,5/11/2019,2736,8,5
16016,1483.31,237,11/24/2011,5/12/2019,2726,9,7
16017,211.88,32,10/23/2011,5/13/2019,2759,4,1
16018,408.9,28,12/6/2011,5/14/2019,2716,3,3
16019,3450.24,165,10/24/2011,5/15/2019,2760,8,8
16020,851.01,46,11/23/2011,5/16/2019,2731,5,5
16022,628.28,76,3/24/2011,5/17/2019,2976,6,4
16023,719.81,101,10/24/2011,5/18/2019,2763,7,5
16024,251.24,64,11/27/2011,5/19/2019,2730,6,2
16025,439.66,28,10/11/2011,5/20/2019,2778,3,3
16026,236.09,32,10/27/2011,5/21/2019,2763,4,2
16027,852.12,17,10/2/2011,5/22/2019,2789,2,5
16029,50992.61,274,11/10/2011,5/23/2019,2751,9,9
16030,331.24,29,3/2/2011,5/24/2019,3005,3,2
16031,548.94,100,8/9/2011,5/25/2019,2846,7,4
16033,8727.61,1152,12/5/2011,5/26/2019,2729,9,9
16034,437.7,22,11/1/2011,5/27/2019,2764,3,3
16036,758.92,55,9/13/2011,5/28/2019,2814,5,5
16037,855.02,39,8/2/2011,5/29/2019,2857,4,5
16038,454.33,28,6/15/2011,5/30/2019,2906,3,3
16040,1313.55,65,7/14/2011,5/31/2019,2878,6,7
16041,3166.4,6,9/11/2011,6/1/2019,2820,0,8
16042,1147.37,75,11/17/2011,6/2/2019,2754,6,6
16043,773.99,39,12/5/2011,6/3/2019,2737,4,5
16045,1340.7,83,12/8/2011,6/4/2019,2735,6,7
16048,243.69,9,9/15/2011,6/5/2019,2820,1,2
16049,1111.79,312,10/30/2011,6/6/2019,2776,9,6
16050,137.9,10,6/19/2011,6/7/2019,2910,1,0
16052,362.06,34,10/16/2011,6/8/2019,2792,4,3
16053,1511.95,84,9/8/2011,6/9/2019,2831,6,7
16054,783.9,70,7/17/2011,6/10/2019,2885,6,5
16055,134.8,8,3/5/2011,6/11/2019,3020,1,0
16056,664.85,68,10/25/2011,6/12/2019,2787,6,5
16057,2140.22,134,12/5/2011,6/13/2019,2747,8,8
16059,1459.86,180,9/29/2011,6/14/2019,2815,8,7
16061,-29.95,1,3/15/2011,6/15/2019,3014,0,0
16062,1153.62,64,12/4/2011,6/16/2019,2751,6,6
16063,335.32,23,3/24/2011,6/17/2019,3007,3,2
16065,372.09,74,9/12/2010,6/18/2019,3201,6,3
16066,1521.87,102,11/23/2011,6/19/2019,2765,7,7
16070,852.15,33,11/17/2011,6/20/2019,2772,4,5
16071,326.24,21,10/26/2011,6/21/2019,2795,2,2
16072,584.32,23,2/24/2011,6/22/2019,3040,3,4
16073,94.35,2,2/21/2011,6/23/2019,3044,0,0
16076,2173.53,131,11/17/2011,6/24/2019,2776,8,8
16078,79.2,1,1/3/2011,6/25/2019,3095,0,0
16079,1352,21,11/23/2011,6/26/2019,2772,2,7
16080,176.6,11,10/3/2011,6/27/2019,2824,1,1
16081,2806.9,227,10/14/2011,6/28/2019,2814,9,8
16083,1317.62,31,8/31/2011,6/29/2019,2859,4,7
16084,436.18,38,2/13/2011,6/30/2019,3059,4,3
16085,981.51,167,12/10/2011,7/1/2019,2760,8,6
16086,1119.31,40,11/10/2011,7/2/2019,2791,4,6
16091,315.06,18,8/7/2011,7/3/2019,2887,2,2
16092,779.36,53,8/17/2011,7/4/2019,2878,5,5
16093,17,1,8/25/2011,7/5/2019,2871,0,0
16094,1041.83,67,11/28/2011,7/6/2019,2777,6,6
16096,320.62,12,3/20/2011,7/7/2019,3031,1,2
16097,185.05,10,4/13/2011,7/8/2019,3008,1,1
16098,2005.63,67,9/13/2011,7/9/2019,2856,6,8
16099,731.9,39,10/20/2011,7/10/2019,2820,4,5
16101,1245.96,83,11/30/2011,7/11/2019,2780,6,6
16102,1842.14,57,10/28/2011,7/12/2019,2814,5,7
16103,1429.64,48,9/21/2011,7/13/2019,2852,5,7
16104,302.36,29,9/10/2011,7/14/2019,2864,3,2
16105,336.96,13,5/4/2011,7/15/2019,2994,1,2
16106,108.38,6,5/10/2011,7/16/2019,2989,0,0
16107,3204.16,31,11/22/2011,7/17/2019,2794,4,8
16108,816.1,49,9/16/2011,7/18/2019,2862,5,5
16109,611.88,18,5/5/2011,7/19/2019,2997,2,4
16110,1337.48,354,10/25/2011,7/20/2019,2825,9,7
16112,195.74,16,10/1/2011,7/21/2019,2850,2,1
16113,161.38,30,9/6/2011,7/22/2019,2876,4,1
16114,135.75,8,6/22/2011,7/23/2019,2953,1,0
16115,1667.97,284,12/6/2011,7/24/2019,2787,9,7
16116,592.88,35,12/5/2011,7/25/2019,2789,4,4
16117,232.21,30,3/6/2011,7/26/2019,3064,4,1
16119,423.36,16,9/28/2011,7/27/2019,2859,2,3
16120,1294.14,32,11/10/2011,7/28/2019,2817,4,6
16121,867.11,212,10/13/2011,7/29/2019,2846,8,5
16122,684.42,38,11/1/2011,7/30/2019,2828,4,5
16123,307.78,16,10/19/2011,7/31/2019,2842,2,2
16124,187.15,16,1/27/2011,8/1/2019,3108,2,1
16125,289.35,13,7/12/2010,8/2/2019,3308,1,2
16126,6287.77,117,10/11/2011,8/3/2019,2853,7,9
16127,656.25,40,10/31/2011,8/4/2019,2834,4,5
16128,1880.22,89,11/22/2011,8/5/2019,2813,7,7
16131,3506.54,78,10/19/2011,8/6/2019,2848,6,8
16133,14305.66,364,11/23/2011,8/7/2019,2814,9,9
16134,603.69,38,11/18/2011,8/8/2019,2820,4,4
16135,517.55,21,3/22/2011,8/9/2019,3062,2,4
16136,709.38,37,11/10/2011,8/10/2019,2830,4,5
16138,-7.95,1,6/12/2010,8/11/2019,3347,0,0
16139,635.41,31,11/21/2011,8/12/2019,2821,4,4
16140,703.77,37,10/18/2011,8/13/2019,2856,4,5
16141,620.4,30,12/9/2011,8/14/2019,2805,4,4
16142,535.34,37,4/4/2011,8/15/2019,3055,4,4
16143,2419.84,118,11/5/2011,8/16/2019,2841,7,8
16144,175.2,1,7/4/2011,8/17/2019,2966,0,1
16145,3741.98,237,12/7/2011,8/18/2019,2811,9,9
16146,734.13,29,5/20/2011,8/19/2019,3013,3,5
16147,375,22,7/29/2011,8/20/2019,2944,3,3
16148,76.32,1,2/16/2011,8/21/2019,3108,0,0
16149,280.52,18,7/20/2011,8/22/2019,2955,2,2
16150,1906.07,136,12/9/2011,8/23/2019,2814,8,7
16152,1829.04,29,3/16/2011,8/24/2019,3083,3,7
16153,1824.23,89,10/21/2011,8/25/2019,2865,7,7
16156,3024.62,139,11/15/2011,8/26/2019,2841,8,8
16157,644.24,19,11/24/2011,8/27/2019,2833,2,4
16159,348.2,14,3/3/2011,8/28/2019,3100,1,3
16160,1009.45,22,9/22/2011,8/29/2019,2898,3,6
16161,5352.97,502,11/25/2011,8/30/2019,2835,9,9
16162,37.4,2,1/4/2011,8/31/2019,3161,0,0
16163,441.6,7,4/28/2011,9/1/2019,3048,0,3
16164,802.53,35,11/22/2011,9/2/2019,2841,4,5
16168,3770.6,99,12/7/2011,9/3/2019,2827,7,9
16169,1822.97,85,10/31/2011,9/4/2019,2865,6,7
16170,1880.42,127,10/20/2011,9/5/2019,2877,8,7
16171,73.2,3,11/10/2011,9/6/2019,2857,0,0
16172,1140.21,69,12/4/2011,9/7/2019,2834,6,6
16173,1406.57,87,11/24/2011,9/8/2019,2845,7,7
16174,1009.55,23,11/7/2011,9/9/2019,2863,3,6
16175,1037.59,58,6/23/2011,9/10/2019,3001,5,6
16177,331.95,15,10/20/2011,9/11/2019,2883,2,2
16178,197.9,8,7/24/2011,9/12/2019,2972,1,1
16179,215.83,11,10/10/2011,9/13/2019,2895,1,1
16180,10217.48,176,11/8/2011,9/14/2019,2867,8,9
16181,305.54,11,9/27/2011,9/15/2019,2910,1,2
16182,6617.65,28,9/28/2011,9/16/2019,2910,3,9
16183,338.71,15,3/10/2011,9/17/2019,3113,2,3
16184,1155.54,46,12/5/2011,9/18/2019,2844,5,6
16185,529.41,31,11/23/2011,9/19/2019,2857,4,4
16186,3991.94,219,12/5/2011,9/20/2019,2846,9,9
16187,6841.24,297,12/9/2011,9/21/2019,2843,9,9
16188,981.86,67,11/4/2011,9/22/2019,2879,6,6
16189,215.48,11,11/24/2011,9/23/2019,2860,1,1
16190,215.08,6,10/30/2011,9/24/2019,2886,0,1
16191,4913.32,151,12/9/2011,9/25/2019,2847,8,9
16193,314.45,19,4/17/2011,9/26/2019,3084,2,2
16198,400.681,15,9/25/2011,9/27/2019,2924,2,3
16200,1080.62,179,6/28/2011,9/28/2019,3014,8,6
16201,1821.52,115,11/23/2011,9/29/2019,2867,7,7
16202,365.27,18,12/14/2010,9/30/2019,3212,2,3
16203,589.15,36,12/10/2011,10/1/2019,2852,4,4
16204,405.71,57,11/16/2011,10/2/2019,2877,5,3
16205,761.38,98,9/11/2011,10/3/2019,2944,7,5
16206,537.06,63,10/16/2011,10/4/2019,2910,6,4
16207,394.38,19,11/14/2011,10/5/2019,2882,2,3
16208,664.26,66,10/26/2011,10/6/2019,2902,6,5
16209,2262.62,46,12/9/2011,10/7/2019,2859,5,8
16210,21086.3,123,11/30/2011,10/8/2019,2869,7,9
16211,542.77,24,12/9/2011,10/9/2019,2861,3,4
16212,681.19,43,11/20/2011,10/10/2019,2881,5,5
16213,159,6,9/22/2011,10/11/2019,2941,0,1
16214,1062.75,44,6/22/2011,10/12/2019,3034,5,6
16215,242.35,14,9/20/2011,10/13/2019,2945,1,2
16216,914.93,37,3/17/2011,10/14/2019,3133,4,6
16217,259.39,19,8/4/2011,10/15/2019,2994,2,2
16218,3054.87,90,10/11/2011,10/16/2019,2927,7,8
16221,864.86,97,9/3/2011,10/17/2019,2966,7,5
16222,846.72,137,1/25/2011,10/18/2019,3188,8,5
16224,1295.3,96,10/13/2011,10/19/2019,2928,7,6
16225,1096.32,134,10/26/2011,10/20/2019,2916,8,6
16226,255.12,8,5/20/2011,10/21/2019,3076,1,2
16227,308.32,7,4/28/2011,10/22/2019,3099,0,2
16229,1010.6,47,11/5/2011,10/23/2019,2909,5,6
16230,542.03,35,3/6/2011,10/24/2019,3154,4,4
16232,983.23,38,10/27/2011,10/25/2019,2920,4,6
16233,422.13,25,9/29/2011,10/26/2019,2949,3,3
16235,858.41,48,11/1/2011,10/27/2019,2917,5,5
16236,432.2,20,9/22/2011,10/28/2019,2958,2,3
16239,372.9,21,10/14/2011,10/29/2019,2937,2,3
16240,3693.81,142,11/30/2011,10/30/2019,2891,8,9
16241,2607.87,662,12/10/2011,10/31/2019,2882,9,8
16242,3598.26,295,11/21/2011,11/1/2019,2902,9,9
16243,409.1,51,10/16/2011,11/2/2019,2939,5,3
16244,1522.75,91,12/5/2011,11/3/2019,2890,7,7
16245,1352.36,93,11/16/2011,11/4/2019,2910,7,7
16247,114.56,16,6/22/2011,11/5/2019,3058,2,0
16248,152.94,7,9/10/2011,11/6/2019,2979,0,1
16249,1800.07,69,10/18/2011,11/7/2019,2942,6,7
16250,389.44,24,3/23/2011,11/8/2019,3152,3,3
16252,-295.09,21,8/12/2010,11/9/2019,3376,2,0
16253,3665.62,124,8/11/2011,11/10/2019,3013,7,9
16255,2609.3,274,11/23/2011,11/11/2019,2910,9,8
16256,732.63,14,3/27/2011,11/12/2019,3152,1,5
16257,46.95,2,6/16/2011,11/13/2019,3072,0,0
16258,5203.51,135,10/25/2011,11/14/2019,2942,8,9
16260,1035.45,18,10/20/2011,11/15/2019,2948,2,6
16261,746.83,124,11/22/2011,11/16/2019,2916,7,5
16262,-31.65,3,12/14/2010,11/17/2019,3260,0,0
16265,5423.15,260,11/30/2011,11/18/2019,2910,9,9
16266,861.89,61,9/27/2011,11/19/2019,2975,6,5
16268,667.65,45,9/29/2011,11/20/2019,2974,5,5
16270,1141.24,54,12/21/2010,11/21/2019,3257,5,6
16271,1423.29,134,11/24/2011,11/22/2019,2920,8,7
16272,411.7,25,8/15/2011,11/23/2019,3022,3,3
16274,357.95,67,1/12/2010,11/24/2019,3603,6,3
16275,559.87,33,5/27/2011,11/25/2019,3104,4,4
16276,810.6,6,6/16/2011,11/26/2019,3085,0,5
16278,537.83,25,11/16/2011,11/27/2019,2933,3,4
16279,1496.68,109,11/18/2011,11/28/2019,2932,7,7
16281,2062.06,17,9/28/2011,11/29/2019,2984,2,8
16282,168.3,11,4/1/2011,11/30/2019,3165,1,1
16283,1531.51,168,11/8/2011,12/1/2019,2945,8,7
16284,823.97,109,10/20/2011,12/2/2019,2965,7,5
16287,142.5,8,6/23/2011,12/3/2019,3085,1,0
16292,280.9,19,10/8/2011,12/4/2019,2979,2,2
16293,2236.74,120,11/18/2011,12/5/2019,2939,7,8
16295,1328.55,79,12/10/2011,12/6/2019,2918,6,7
16297,275.4,23,11/5/2011,12/7/2019,2954,3,2
16298,598.2,27,11/17/2011,12/8/2019,2943,3,4
16302,212.82,12,8/24/2011,12/9/2019,3029,1,1
16303,5305.83,167,11/14/2011,12/10/2019,2948,8,9
16305,361.22,22,7/24/2011,12/11/2019,3062,3,3
16306,602.27,44,11/2/2011,12/12/2019,2962,5,4
16308,2560,4,8/24/2011,12/13/2019,3033,0,8
16309,686.67,44,9/9/2011,12/14/2019,3018,5,5
16311,616.26,37,11/22/2011,12/15/2019,2945,4,4
16313,274.15,16,10/21/2011,12/16/2019,2978,2,2
16315,226.37,14,1/13/2011,12/17/2019,3260,1,1
16316,2755.56,156,9/22/2011,12/18/2019,3009,8,8
16317,1341.65,69,12/8/2011,12/19/2019,2933,6,7
16318,328.15,19,4/11/2011,12/20/2019,3175,2,2
16319,404.4,3,6/5/2011,12/21/2019,3121,0,3
16320,1038.46,56,10/5/2011,12/22/2019,3000,5,6
16321,230.7,16,9/28/2011,12/23/2019,3008,2,1
16322,326.75,37,8/12/2011,12/24/2019,3056,4,2
16323,207.5,1,5/27/2011,12/25/2019,3134,0,1
16324,428.68,118,6/15/2011,12/26/2019,3116,7,3
16325,510.54,20,10/26/2011,12/27/2019,2984,2,4
16326,3085.96,320,11/24/2011,12/28/2019,2956,9,8
16327,3844.22,319,11/25/2011,12/29/2019,2956,9,9
16330,242.21,41,11/22/2011,12/30/2019,2960,4,2
16332,1583.2,154,11/11/2011,12/31/2019,2972,8,7
16333,26626.8,45,8/8/2011,1/1/2020,3068,5,9
16337,151.05,10,3/11/2011,1/2/2020,3219,1,1
16338,214.8,11,5/7/2011,1/3/2020,3163,1,1
16339,109.95,20,2/28/2011,1/4/2020,3232,2,0
16340,549.07,153,8/24/2011,1/5/2020,3056,8,4
16341,1959.38,84,11/15/2011,1/6/2020,2974,6,7
16342,322.41,15,9/25/2011,1/7/2020,3026,2,2
16343,370.48,47,11/23/2011,1/8/2020,2968,5,3
16344,101.1,2,4/7/2011,1/9/2020,3199,0,0
16345,575.41,38,10/26/2011,1/10/2020,2998,4,4
16347,887.65,92,11/28/2011,1/11/2020,2966,7,5
16348,1469.45,235,9/22/2011,1/12/2020,3034,9,7
16349,53.5,9,2/22/2011,1/13/2020,3247,1,0
16350,1100.47,60,11/18/2011,1/14/2020,2979,6,6
16351,153.9,8,11/1/2011,1/15/2020,2997,1,1
16352,494.44,28,11/22/2011,1/16/2020,2977,3,4
16353,6675.71,94,12/1/2011,1/17/2020,2969,7,9
16354,395.8,39,9/27/2011,1/18/2020,3035,4,3
16356,210.32,32,7/3/2011,1/19/2020,3122,4,1
16357,658.88,34,10/5/2011,1/20/2020,3029,4,5
16358,2024.95,110,10/6/2011,1/21/2020,3029,7,8
16359,1460.37,70,12/1/2011,1/22/2020,2974,6,7
16360,3411.69,671,12/9/2011,1/23/2020,2967,9,8
16361,896.66,106,11/30/2011,1/24/2020,2977,7,5
16362,652.07,90,11/10/2011,1/25/2020,2998,7,5
16363,109.36,5,10/17/2011,1/26/2020,3023,0,0
16364,707.04,53,11/28/2011,1/27/2020,2982,5,5
16365,1540.42,51,12/7/2011,1/28/2020,2974,5,7
16366,327.3,18,11/21/2011,1/29/2020,2991,2,2
16367,804.49,130,2/11/2011,1/30/2020,3275,8,5
16368,497.43,76,11/11/2011,1/31/2020,3003,6,4
16369,1553.66,118,11/21/2011,2/1/2020,2994,7,7
16370,1320.56,228,10/6/2011,2/2/2020,3041,9,7
16372,367.93,97,6/11/2011,2/3/2020,3159,7,3
16374,473.03,111,4/10/2011,2/4/2020,3222,7,4
16376,977.52,128,11/22/2011,2/5/2020,2997,8,6
16377,676.2,5,3/17/2011,2/6/2020,3248,0,5
16378,362.95,23,6/4/2011,2/7/2020,3170,3,3
16379,2131.9,109,11/21/2011,2/8/2020,3001,7,8
16380,1780.59,32,9/10/2011,2/9/2020,3074,4,7
16383,668.36,102,9/26/2011,2/10/2020,3059,7,5
16384,584.5,33,11/9/2011,2/11/2020,3016,4,4
16385,555.89,59,10/10/2011,2/12/2020,3047,6,4
16386,317.2,88,11/11/2011,2/13/2020,3016,7,2
16387,94.36,4,1/21/2011,2/14/2020,3311,0,0
16389,1362.27,35,10/17/2011,2/15/2020,3043,4,7
16392,221.19,45,3/15/2011,2/16/2020,3260,5,1
16393,2941.05,358,11/28/2011,2/17/2020,3003,9,8
16394,1412.06,100,10/20/2011,2/18/2020,3043,7,7
16395,1486.9,210,10/10/2011,2/19/2020,3054,8,7
16398,1631.15,86,8/7/2011,2/20/2020,3119,7,7
16399,408.57,73,11/20/2011,2/21/2020,3015,6,3
16400,303.93,29,6/9/2011,2/22/2020,3180,3,2
16401,4061.24,198,11/25/2011,2/23/2020,3012,8,9
16402,299.6,60,3/20/2011,2/24/2020,3263,6,2
16403,161.05,15,10/2/2011,2/25/2020,3068,2,1
16404,443.05,23,9/30/2011,2/26/2020,3071,3,3
16405,167.25,5,10/2/2011,2/27/2020,3070,0,1
16406,163.07,62,11/21/2011,2/28/2020,3021,6,1
16407,2126.93,172,11/27/2011,2/29/2020,3016,8,8
16409,2028.88,232,12/7/2011,3/1/2020,3007,9,8
16411,214.65,45,11/20/2011,3/2/2020,3025,5,1
16412,151.83,35,10/17/2011,3/3/2020,3060,4,1
16413,262.2,31,10/14/2011,3/4/2020,3064,4,2
16414,126.25,7,11/18/2011,3/5/2020,3030,0,0
16415,210.35,54,10/26/2011,3/6/2020,3054,5,1
16416,1026.99,73,11/13/2011,3/7/2020,3037,6,6
16418,675.27,102,10/26/2011,3/8/2020,3056,7,5
16419,959.48,52,11/3/2011,3/9/2020,3049,5,6
16422,33805.69,399,12/7/2011,3/10/2020,3016,9,9
16423,346.12,18,11/15/2011,3/11/2020,3039,2,3
16424,82.56,6,6/1/2011,3/12/2020,3207,0,0
16425,302.7,21,10/2/2011,3/13/2020,3085,2,2
16426,1908.25,372,11/18/2011,3/14/2020,3039,9,7
16427,241.06,9,3/21/2011,3/15/2020,3282,1,2
16428,-2.95,1,9/19/2011,3/16/2020,3101,0,0
16429,284.55,2,8/25/2011,3/17/2020,3127,0,2
16430,300.85,6,10/13/2011,3/18/2020,3079,0,2
16431,642.81,83,10/5/2011,3/19/2020,3088,6,4
16432,287.4,8,6/10/2011,3/20/2020,3206,1,2
16433,184.26,17,11/11/2011,3/21/2020,3053,2,1
16434,1522.25,109,10/23/2011,3/22/2020,3073,7,7
16438,798.35,132,11/13/2011,3/23/2020,3053,8,5
16440,3640.67,282,10/19/2011,3/24/2020,3079,9,9
16441,381.2,24,3/10/2011,3/25/2020,3303,3,3
16442,616.79,174,8/12/2011,3/26/2020,3149,8,4
16444,638.77,86,10/24/2011,3/27/2020,3077,7,4
16445,230.51,63,6/11/2011,3/28/2020,3213,6,1
16446,2.9,4,9/12/2011,3/29/2020,3121,0,0
16447,259.01,36,7/27/2011,3/30/2020,3169,4,2
16448,188.89,20,5/25/2011,3/31/2020,3233,2,1
16449,674.69,43,5/26/2011,4/1/2020,3233,5,5
16450,311.92,11,7/13/2011,4/2/2020,3186,1,2
16451,266.97,14,9/13/2011,4/3/2020,3125,1,2
16454,-8.15,3,10/26/2011,4/4/2020,3083,0,0
16455,1841.18,99,7/10/2011,4/5/2020,3192,7,7
16456,2158.37,111,8/28/2011,4/6/2020,3144,7,8
16457,208.36,9,5/5/2011,4/7/2020,3260,1,1
16458,3482.74,202,12/9/2011,4/8/2020,3043,8,8
16460,814.72,135,11/11/2011,4/9/2020,3072,8,5
16461,151.42,33,6/15/2011,4/10/2020,3222,4,1
16462,102,4,9/27/2011,4/11/2020,3119,0,0
16463,1383.7,85,11/18/2011,4/12/2020,3068,6,7
16464,1314.68,236,11/20/2011,4/13/2020,3067,9,7
16466,1603.46,148,12/6/2011,4/14/2020,3052,8,7
16468,74.9,2,9/26/2011,4/15/2020,3124,0,0
16469,650.43,182,11/16/2011,4/16/2020,3074,8,5
16470,757.44,171,10/19/2011,4/17/2020,3103,8,5
16471,223.95,13,10/3/2011,4/18/2020,3120,1,1
16473,314.86,19,7/1/2011,4/19/2020,3215,2,2
16474,1811.47,368,11/22/2011,4/20/2020,3072,9,7
16475,544.3,28,12/9/2011,4/21/2020,3056,3,4
16477,2494.46,146,10/3/2011,4/22/2020,3124,8,8
16478,331,17,11/14/2011,4/23/2020,3083,2,2
16479,300.83,35,11/29/2011,4/24/2020,3069,4,2
16480,769.29,53,9/25/2011,4/25/2020,3135,5,5
16482,220.62,18,11/24/2011,4/26/2020,3076,2,1
16483,139.35,19,5/31/2011,4/27/2020,3254,2,0
16484,379.4,26,6/19/2011,4/28/2020,3236,3,3
16485,363.65,42,9/23/2011,4/29/2020,3141,4,3
16488,492.2,31,8/17/2011,4/30/2020,3179,4,4
16491,731.5,39,10/24/2011,5/1/2020,3112,4,5
16493,1329.66,62,9/28/2011,5/2/2020,3139,6,7
16494,826.53,50,2/16/2011,5/3/2020,3364,5,5
16495,684.41,97,8/3/2011,5/4/2020,3197,7,5
16496,1562.22,97,5/16/2011,5/5/2020,3277,7,7
16497,2965.69,136,10/21/2011,5/6/2020,3120,8,8
16498,86.12,16,6/30/2011,5/7/2020,3234,2,0
16499,319.1,22,12/14/2010,5/8/2020,3433,3,2
16500,400.86,11,11/23/2011,5/9/2020,3090,1,3
16503,1421.43,86,9/5/2011,5/10/2020,3170,7,7
16504,484.38,86,11/14/2011,5/11/2020,3101,7,4
16505,777.6,4,8/11/2011,5/12/2020,3197,0,5
16506,90.3,3,11/20/2011,5/13/2020,3097,0,0
16509,363.7,13,2/16/2011,5/14/2020,3375,1,3
16510,248.1,13,2/12/2010,5/15/2020,3745,1,2
16511,950.26,169,11/18/2011,5/16/2020,3102,8,6
16513,874.59,35,11/20/2011,5/17/2020,3101,4,5
16515,1627.13,113,12/7/2011,5/18/2020,3085,7,7
16516,101.7,6,9/11/2011,5/19/2020,3173,0,0
16517,162.7,17,7/3/2011,5/20/2020,3244,2,1
16518,480.92,42,9/10/2011,5/21/2020,3176,4,4
16519,215.08,13,11/14/2011,5/22/2020,3112,1,1
16520,1036.62,157,6/6/2011,5/23/2020,3274,8,6
16523,9295.67,298,11/24/2011,5/24/2020,3104,9,9
16525,11895.57,200,12/1/2011,5/25/2020,3098,8,9
16526,290.36,15,6/21/2011,5/26/2020,3262,2,2
16527,228.06,14,9/19/2011,5/27/2020,3173,1,1
16528,244.41,17,6/12/2011,5/28/2020,3273,2,2
16529,455.25,30,2/6/2011,5/29/2020,3400,4,3
16531,1244.59,77,11/17/2011,5/30/2020,3117,6,6
